points : 1151
rounding: 0
-1
-0.99826087
-0.996521739
-0.994782609
-0.993043478
-0.991304348
-0.989565217
-0.987826087
-0.986086957
-0.984347826
-0.982608696
-0.980869565
-0.979130435
-0.977391304
-0.975652174
-0.973913043
-0.972173913
-0.970434783
-0.968695652
-0.966956522
-0.965217391
-0.963478261
-0.96173913
-0.96
-0.95826087
-0.956521739
-0.954782609
-0.953043478
-0.951304348
-0.949565217
-0.947826087
-0.946086957
-0.944347826
-0.942608696
-0.940869565
-0.939130435
-0.937391304
-0.935652174
-0.933913043
-0.932173913
-0.930434783
-0.928695652
-0.926956522
-0.925217391
-0.923478261
-0.92173913
-0.92
-0.91826087
-0.916521739
-0.914782609
-0.913043478
-0.911304348
-0.909565217
-0.907826087
-0.906086957
-0.904347826
-0.902608696
-0.900869565
-0.899130435
-0.897391304
-0.895652174
-0.893913043
-0.892173913
-0.890434783
-0.888695652
-0.886956522
-0.885217391
-0.883478261
-0.88173913
-0.88
-0.87826087
-0.876521739
-0.874782609
-0.873043478
-0.871304348
-0.869565217
-0.867826087
-0.866086957
-0.864347826
-0.862608696
-0.860869565
-0.859130435
-0.857391304
-0.855652174
-0.853913043
-0.852173913
-0.850434783
-0.848695652
-0.846956522
-0.845217391
-0.843478261
-0.84173913
-0.84
-0.83826087
-0.836521739
-0.834782609
-0.833043478
-0.831304348
-0.829565217
-0.827826087
-0.826086957
-0.824347826
-0.822608696
-0.820869565
-0.819130435
-0.817391304
-0.815652174
-0.813913043
-0.812173913
-0.810434783
-0.808695652
-0.806956522
-0.805217391
-0.803478261
-0.80173913
-0.8
-0.79826087
-0.796521739
-0.794782609
-0.793043478
-0.791304348
-0.789565217
-0.787826087
-0.786086957
-0.784347826
-0.782608696
-0.780869565
-0.779130435
-0.777391304
-0.775652174
-0.773913043
-0.772173913
-0.770434783
-0.768695652
-0.766956522
-0.765217391
-0.763478261
-0.76173913
-0.76
-0.75826087
-0.756521739
-0.754782609
-0.753043478
-0.751304348
-0.749565217
-0.747826087
-0.746086957
-0.744347826
-0.742608696
-0.740869565
-0.739130435
-0.737391304
-0.735652174
-0.733913043
-0.732173913
-0.730434783
-0.728695652
-0.726956522
-0.725217391
-0.723478261
-0.72173913
-0.72
-0.71826087
-0.716521739
-0.714782609
-0.713043478
-0.711304348
-0.709565217
-0.707826087
-0.706086957
-0.704347826
-0.702608696
-0.700869565
-0.699130435
-0.697391304
-0.695652174
-0.693913043
-0.692173913
-0.690434783
-0.688695652
-0.686956522
-0.685217391
-0.683478261
-0.68173913
-0.68
-0.67826087
-0.676521739
-0.674782609
-0.673043478
-0.671304348
-0.669565217
-0.667826087
-0.666086957
-0.664347826
-0.662608696
-0.660869565
-0.659130435
-0.657391304
-0.655652174
-0.653913043
-0.652173913
-0.650434783
-0.648695652
-0.646956522
-0.645217391
-0.643478261
-0.64173913
-0.64
-0.63826087
-0.636521739
-0.634782609
-0.633043478
-0.631304348
-0.629565217
-0.627826087
-0.626086957
-0.624347826
-0.622608696
-0.620869565
-0.619130435
-0.617391304
-0.615652174
-0.613913043
-0.612173913
-0.610434783
-0.608695652
-0.606956522
-0.605217391
-0.603478261
-0.60173913
-0.6
-0.59826087
-0.596521739
-0.594782609
-0.593043478
-0.591304348
-0.589565217
-0.587826087
-0.586086957
-0.584347826
-0.582608696
-0.580869565
-0.579130435
-0.577391304
-0.575652174
-0.573913043
-0.572173913
-0.570434783
-0.568695652
-0.566956522
-0.565217391
-0.563478261
-0.56173913
-0.56
-0.55826087
-0.556521739
-0.554782609
-0.553043478
-0.551304348
-0.549565217
-0.547826087
-0.546086957
-0.544347826
-0.542608696
-0.540869565
-0.539130435
-0.537391304
-0.535652174
-0.533913043
-0.532173913
-0.530434783
-0.528695652
-0.526956522
-0.525217391
-0.523478261
-0.52173913
-0.52
-0.51826087
-0.516521739
-0.514782609
-0.513043478
-0.511304348
-0.509565217
-0.507826087
-0.506086957
-0.504347826
-0.502608696
-0.500869565
-0.499130435
-0.497391304
-0.495652174
-0.493913043
-0.492173913
-0.490434783
-0.488695652
-0.486956522
-0.485217391
-0.483478261
-0.48173913
-0.48
-0.47826087
-0.476521739
-0.474782609
-0.473043478
-0.471304348
-0.469565217
-0.467826087
-0.466086957
-0.464347826
-0.462608696
-0.460869565
-0.459130435
-0.457391304
-0.455652174
-0.453913043
-0.452173913
-0.450434783
-0.448695652
-0.446956522
-0.445217391
-0.443478261
-0.44173913
-0.44
-0.43826087
-0.436521739
-0.434782609
-0.433043478
-0.431304348
-0.429565217
-0.427826087
-0.426086957
-0.424347826
-0.422608696
-0.420869565
-0.419130435
-0.417391304
-0.415652174
-0.413913043
-0.412173913
-0.410434783
-0.408695652
-0.406956522
-0.405217391
-0.403478261
-0.40173913
-0.4
-0.39826087
-0.396521739
-0.394782609
-0.393043478
-0.391304348
-0.389565217
-0.387826087
-0.386086957
-0.384347826
-0.382608696
-0.380869565
-0.379130435
-0.377391304
-0.375652174
-0.373913043
-0.372173913
-0.370434783
-0.368695652
-0.366956522
-0.365217391
-0.363478261
-0.36173913
-0.36
-0.35826087
-0.356521739
-0.354782609
-0.353043478
-0.351304348
-0.349565217
-0.347826087
-0.346086957
-0.344347826
-0.342608696
-0.340869565
-0.339130435
-0.337391304
-0.335652174
-0.333913043
-0.332173913
-0.330434783
-0.328695652
-0.326956522
-0.325217391
-0.323478261
-0.32173913
-0.32
-0.31826087
-0.316521739
-0.314782609
-0.313043478
-0.311304348
-0.309565217
-0.307826087
-0.306086957
-0.304347826
-0.302608696
-0.300869565
-0.299130435
-0.297391304
-0.295652174
-0.293913043
-0.292173913
-0.290434783
-0.288695652
-0.286956522
-0.285217391
-0.283478261
-0.28173913
-0.28
-0.27826087
-0.276521739
-0.274782609
-0.273043478
-0.271304348
-0.269565217
-0.267826087
-0.266086957
-0.264347826
-0.262608696
-0.260869565
-0.259130435
-0.257391304
-0.255652174
-0.253913043
-0.252173913
-0.250434783
-0.248695652
-0.246956522
-0.245217391
-0.243478261
-0.24173913
-0.24
-0.23826087
-0.236521739
-0.234782609
-0.233043478
-0.231304348
-0.229565217
-0.227826087
-0.226086957
-0.224347826
-0.222608696
-0.220869565
-0.219130435
-0.217391304
-0.215652174
-0.213913043
-0.212173913
-0.210434783
-0.208695652
-0.206956522
-0.205217391
-0.203478261
-0.20173913
-0.2
-0.19826087
-0.196521739
-0.194782609
-0.193043478
-0.191304348
-0.189565217
-0.187826087
-0.186086957
-0.184347826
-0.182608696
-0.180869565
-0.179130435
-0.177391304
-0.175652174
-0.173913043
-0.172173913
-0.170434783
-0.168695652
-0.166956522
-0.165217391
-0.163478261
-0.16173913
-0.16
-0.15826087
-0.156521739
-0.154782609
-0.153043478
-0.151304348
-0.149565217
-0.147826087
-0.146086957
-0.144347826
-0.142608696
-0.140869565
-0.139130435
-0.137391304
-0.135652174
-0.133913043
-0.132173913
-0.130434783
-0.128695652
-0.126956522
-0.125217391
-0.123478261
-0.12173913
-0.12
-0.11826087
-0.116521739
-0.114782609
-0.113043478
-0.111304348
-0.109565217
-0.107826087
-0.106086957
-0.104347826
-0.102608696
-0.100869565
-0.099130435
-0.097391304
-0.095652174
-0.093913043
-0.092173913
-0.090434783
-0.088695652
-0.086956522
-0.085217391
-0.083478261
-0.08173913
-0.08
-0.07826087
-0.076521739
-0.074782609
-0.073043478
-0.071304348
-0.069565217
-0.067826087
-0.066086957
-0.064347826
-0.062608696
-0.060869565
-0.059130435
-0.057391304
-0.055652174
-0.053913043
-0.052173913
-0.050434783
-0.048695652
-0.046956522
-0.045217391
-0.043478261
-0.04173913
-0.04
-0.03826087
-0.036521739
-0.034782609
-0.033043478
-0.031304348
-0.029565217
-0.027826087
-0.026086957
-0.024347826
-0.022608696
-0.020869565
-0.019130435
-0.017391304
-0.015652174
-0.013913043
-0.012173913
-0.010434783
-0.008695652
-0.006956522
-0.005217391
-0.003478261
-0.00173913
0
0.00173913
0.003478261
0.005217391
0.006956522
0.008695652
0.010434783
0.012173913043478368
0.013913043478260834
0.015652174
0.017391304
0.019130434782608674
0.020869565
0.022608696
0.024347826086956514
0.026086956521739202
0.027826087
0.029565217391304355
0.031304348
0.033043478
0.034782608695652195
0.036521739
0.03826087
0.040000000000000036
0.04173913
0.043478261
0.045217391304347876
0.046956522
0.048695652
0.050434782608695716
0.052173913043478404
0.053913043
0.055652174
0.057391304347826244
0.059130435
0.060869565217391175
0.062608696
0.064347826
0.066086957
0.067826087
0.069565217
0.071304348
0.073043478
0.074782609
0.076521739
0.07826087
0.08
0.08173913
0.083478261
0.085217391
0.086956522
0.088695652
0.090434783
0.092173913
0.093913043
0.095652174
0.097391304
0.099130435
0.10086956521739143
0.1026086956521739
0.10434782608695659
0.10608695652173927
0.10782608695652174
0.10956521739130443
0.11130434782608711
0.11304347826086958
0.11478260869565227
0.11652173913043495
0.11826086956521742
0.1200000000000001
0.1217391304347828
0.12347826086956526
0.12521739130434795
0.12695652173913063
0.1286956521739131
0.1304347826086958
0.13217391304347847
0.13391304347826094
0.13565217391304363
0.13739130434782632
0.13913043478260878
0.14086956521739147
0.14260869565217416
0.14434782608695662
0.1460869565217391
0.14782608695652177
0.14956521739130424
0.15130434782608693
0.15304347826086961
0.15478260869565208
0.15652173913043477
0.15826086956521745
0.15999999999999992
0.1617391304347826
0.1634782608695653
0.16521739130434776
0.16695652173913045
0.16869565217391314
0.1704347826086956
0.1721739130434783
0.17391304347826098
0.17565217391304344
0.17739130434782613
0.17913043478260882
0.18086956521739128
0.18260869565217397
0.18434782608695666
0.18608695652173912
0.1878260869565218
0.1895652173913045
0.19130434782608696
0.19304347826086965
0.19478260869565234
0.1965217391304348
0.1982608695652175
0.20000000000000018
0.20173913043478264
0.20347826086956533
0.20521739130434802
0.20695652173913048
0.20869565217391317
0.21043478260869586
0.21217391304347832
0.213913043
0.2156521739130437
0.21739130434782616
0.21913043478260885
0.22086956521739154
0.222608696
0.2243478260869567
0.22608695652173938
0.22782608695652184
0.22956521739130453
0.231304348
0.23304347826086946
0.23478260869565215
0.23652173913043484
0.2382608695652173
0.24
0.24173913043478268
0.24347826086956514
0.24521739130434783
0.24695652173913052
0.24869565217391298
0.25043478260869567
0.25217391304347836
0.2539130434782608
0.2556521739130435
0.2573913043478262
0.25913043478260867
0.26086956521739135
0.26260869565217404
0.2643478260869565
0.2660869565217392
0.2678260869565219
0.26956521739130435
0.27130434782608703
0.2730434782608697
0.2747826086956522
0.2765217391304349
0.27826086956521756
0.28
0.2817391304347827
0.2834782608695654
0.28521739130434787
0.28695652173913055
0.28869565217391324
0.2904347826086957
0.2921739130434784
0.2939130434782611
0.29565217391304355
0.29739130434782624
0.2991304347826089
0.3008695652173914
0.3026086956521741
0.30434782608695676
0.30608695652173923
0.3078260869565219
0.3095652173913046
0.31130434782608707
0.31304347826086976
0.3147826086956522
0.3165217391304347
0.3182608695652174
0.32000000000000006
0.3217391304347825
0.3234782608695652
0.3252173913043479
0.32695652173913037
0.32869565217391306
0.33043478260869574
0.3321739130434782
0.3339130434782609
0.3356521739130436
0.33739130434782605
0.33913043478260874
0.3408695652173914
0.3426086956521739
0.3443478260869566
0.34608695652173926
0.34782608695652173
0.3495652173913044
0.3513043478260871
0.35304347826086957
0.35478260869565226
0.35652173913043494
0.3582608695652174
0.3600000000000001
0.3617391304347828
0.36347826086956525
0.36521739130434794
0.3669565217391306
0.3686956521739131
0.3704347826086958
